FID,SAMPLEID,SOILTYPE,DEPTH_m,X,Y
15079,16172,0,4,474717.9286,7522516.763
15080,16172,2,4.3,474717.9286,7522516.763
15081,16173,0,3,474787.9009,7522596.732
15082,16174,0,3,474867.869,7522656.708
15083,16174,2,3.7,474867.869,7522656.708
15084,16174,2,3.7,474867.869,7522656.708
15085,16175,0,2.5,474937.8412,7522736.676
15086,16176,0,2.9,475007.8134,7522816.644
15087,16177,0,4.7,475077.7855,7522856.628
15088,16178,0,3.2,475147.7576,7522926.6
15089,16179,0,6,475217.7298,7522996.572
15090,16180,0,4.3,474967.8337,7523656.31
15091,16181,0,4.4,475037.8058,7523716.286
15092,16182,0,2.9,475097.7821,7523796.254
15093,16183,0,2.6,475177.7502,7523856.23
15094,16184,0,2.4,475237.7264,7523936.198
15095,16185,0,1.9,475307.6986,7524006.171
15096,16186,0,2.6,475377.6708,7524076.143
15097,16187,0,3,475457.6389,7524146.115
15098,16188,0,2.5,475517.6152,7524216.087
15099,16189,0,2,475597.5833,7524286.059
15100,16189,2,2.1,475597.5833,7524286.059
15101,16189,2,2.1,475597.5833,7524286.059
15102,15322,0,3,474378.067,7522826.64
15103,15322,0,5,474378.067,7522826.64
15104,15322,0,5.4,474378.067,7522826.64
15105,15323,0,4.5,474318.0908,7522766.664
15106,15324,0,4,474288.1032,7522836.637
15107,15324,0,6,474288.1032,7522836.637
15108,15324,2,7,474288.1032,7522836.637
15109,15325,0,4,474228.1275,7522856.629
15110,15325,0,5,474228.1275,7522856.629
15111,15326,0,4,474288.1037,7522926.601
15112,15326,2,4.6,474288.1037,7522926.601
15113,15327,0,4,474358.0759,7522996.573
15114,15327,2,4.5,474358.0759,7522996.573
15115,15328,0,3,474368.0714,7522916.605
15116,15328,0,4.6,474368.0714,7522916.605
15117,15329,0,4,474438.0432,7522906.609
15118,15329,2,4.3,474438.0432,7522906.609
15119,15330,0,1,471699.1475,7523276.464
15120,15330,0,2,471699.1475,7523276.464
15121,15330,0,4,471699.1475,7523276.464
15122,15331,0,2,471759.1237,7523326.444
15123,15331,0,2.6,471759.1237,7523326.444
15124,15332,0,2,471759.1234,7523276.464
15125,15332,0,2.4,471759.1234,7523276.464
15126,15333,0,2,471839.0911,7523256.472
15127,15333,0,2.3,471839.0911,7523256.472
15128,15334,0,1.4,471759.1231,7523206.492
15129,15335,0,1.5,471699.1469,7523146.515
15130,15336,0,1.2,471679.1552,7523206.492
15131,15337,0,1,471619.1795,7523236.48
15132,15338,0,4,476977.0069,7520017.755
15133,15338,0,4.9,476977.0069,7520017.755
15134,15339,0,3,476917.0307,7519947.783
15135,15339,0,3.5,476917.0307,7519947.783
15136,15339,2,3.7,476917.0307,7519947.783
15137,15340,0,3,476897.039,7519997.763
15138,15340,0,4.4,476897.039,7519997.763
15139,15341,0,3,476837.0632,7520017.756
15140,15341,0,4.8,476837.0632,7520017.756
15141,15342,0,3,476897.0394,7520087.728
15142,15342,0,4.6,476897.0394,7520087.728
15143,15343,2,5.2,476957.0156,7520157.7
15144,15344,0,4,476977.0072,7520077.732
15145,15344,0,5.2,476977.0072,7520077.732
15146,15344,2,5.3,476977.0072,7520077.732
15147,15345,0,4,477036.9831,7520087.728
15148,15345,0,5.3,477036.9831,7520087.728
15149,15346,0,3,477916.6247,7519228.069
15150,15346,0,3.5,477916.6247,7519228.069
15151,15347,0,3,477976.6008,7519278.049
15152,15347,0,3.3,477976.6008,7519278.049
15153,15348,0,3,477906.629,7519278.049
15154,15348,0,3.6,477906.629,7519278.049
15155,15349,0,3,477876.6414,7519338.025
15156,15349,0,4.4,477876.6414,7519338.025
15157,15350,0,3,477836.6573,7519298.041
15158,15350,0,3.6,477836.6573,7519298.041
15159,15351,0,2.6,477766.6851,7519238.065
15160,15352,0,3,477836.6569,7519218.073
15161,15352,0,4,477836.6569,7519218.073
15162,15353,0,3,477866.6445,7519158.097
15163,15353,0,5,477866.6445,7519158.097
15164,15353,2,6.7,477866.6445,7519158.097
15165,46223,0,0.4,473338.5039,7526555.158
15166,46223,0,1,473338.5039,7526555.158
15167,16025,0,0.5,469979.8717,7529753.889
15168,16025,0,1.1,469979.8717,7529753.889
15169,16026,1,0.6,470039.8473,7529693.913
15170,16027,0,0.6,470119.8147,7529613.945
15171,16027,0,1.2,470119.8147,7529613.945
15172,16028,1,0.5,470179.7902,7529543.972
15173,16028,1,1.2,470179.7902,7529543.972
15174,16029,1,0.5,470259.7577,7529474
15175,16030,0,0.7,470319.7332,7529404.028
15176,16030,0,1.2,470319.7332,7529404.028
15177,16031,0,0.6,470379.7087,7529324.06
15178,16031,0,1.3,470379.7087,7529324.06
15179,16032,1,1.1,470459.6761,7529254.087
15180,16032,1,1.4,470459.6761,7529254.087
15181,16033,1,1.2,470519.6516,7529184.115
15182,16035,1,0.3,470659.5946,7529034.175
15183,16036,0,1.2,470729.566,7528964.202
15184,16037,1,0.6,470799.5375,7528894.23
15185,16038,1,0.8,470869.5091,7528834.254
15186,16038,0,1.3,470869.5091,7528834.254
15187,16039,1,0.8,470939.4805,7528754.286
15188,16039,1,1,470939.4805,7528754.286
15189,16040,1,0.5,471009.4519,7528674.318
15190,16041,1,0.6,471079.4234,7528604.345
15191,16041,1,1.2,471079.4234,7528604.345
15192,16042,1,0.6,471139.3989,7528534.373
15193,16042,1,1.2,471139.3989,7528534.373
15194,16043,1,0.4,471219.3664,7528454.405
15195,16043,0,1.1,471219.3664,7528454.405
15196,16044,1,0.5,471279.3419,7528384.433
15197,16044,1,1.2,471279.3419,7528384.433
15198,16045,1,0.6,471349.3134,7528314.46
15199,16045,1,1,471349.3134,7528314.46
15200,16046,1,0.6,471419.2848,7528234.492
15201,16046,1,1.1,471419.2848,7528234.492
15202,16047,1,0.6,471479.2604,7528174.516
15203,16047,1,1,471479.2604,7528174.516
15204,16048,1,0.5,471549.2318,7528094.548
15205,16048,1,1.1,471549.2318,7528094.548
15206,16049,1,0.5,471619.2032,7528014.579
15207,16050,1,0.5,471679.1788,7527954.603
15208,16050,1,1,471679.1788,7527954.603
15209,16051,1,0.6,471759.1462,7527874.635
15210,16051,1,1,471759.1462,7527874.635
15211,16051,1,1,471759.1462,7527874.635
15212,16052,1,0.5,471839.1137,7527804.663
15213,16052,1,0.5,471839.1137,7527804.663
15214,16052,1,1.3,471839.1137,7527804.663
15215,16052,1,1.3,471839.1137,7527804.663
15216,16054,0,0.5,472139.0038,7529993.792
15217,16054,0,0.5,472139.0038,7529993.792
15218,16054,0,1.5,472139.0038,7529993.792
15219,16054,0,1.5,472139.0038,7529993.792
15220,16055,1,0.6,472178.9873,7529903.828
15221,16055,1,0.6,472178.9873,7529903.828
15222,16055,1,1.2,472178.9873,7529903.828
15223,16055,1,1.2,472178.9873,7529903.828
15224,16056,1,0.5,472218.9707,7529813.863
15225,16056,1,0.5,472218.9707,7529813.863
15226,16056,1,1.1,472218.9707,7529813.863
15227,16056,1,1.1,472218.9707,7529813.863
15228,16057,1,0.7,472248.9582,7529723.899
15229,16057,1,0.7,472248.9582,7529723.899
15230,16057,0,1.3,472248.9582,7529723.899
15231,16057,0,1.3,472248.9582,7529723.899
15232,16057,0,2.5,472248.9582,7529723.899
15233,16058,1,0.6,472298.9376,7529633.935
15234,16058,1,0.6,472298.9376,7529633.935
15235,16058,1,1.3,472298.9376,7529633.935
15236,16058,1,1.3,472298.9376,7529633.935
15237,16059,1,0.6,472328.9252,7529553.967
15238,16059,1,0.6,472328.9252,7529553.967
15239,16059,1,1.2,472328.9252,7529553.967
15240,16059,1,1.2,472328.9252,7529553.967
15241,16060,1,0.6,472458.8726,7529493.99
15242,16060,1,0.6,472458.8726,7529493.99
15243,16060,1,1.3,472458.8726,7529493.99
15244,16060,1,1.3,472458.8726,7529493.99
15245,16061,1,0.6,472508.8521,7529414.022
15246,16061,1,0.6,472508.8521,7529414.022
15247,16061,0,1.3,472508.8521,7529414.022
15248,16061,0,1.3,472508.8521,7529414.022
15249,16061,0,2.3,472508.8521,7529414.022
15250,16064,1,0.6,472678.7824,7529154.125
15251,16064,1,0.6,472678.7824,7529154.125
15252,16064,1,1.1,472678.7824,7529154.125
15253,16064,1,1.1,472678.7824,7529154.125
15254,16065,1,1,472718.7658,7529064.161
15255,16065,1,1,472718.7658,7529064.161
15256,16065,0,1.7,472718.7658,7529064.161
15257,16066,1,0.5,472768.7453,7528984.193
15258,16066,1,0.5,472768.7453,7528984.193
15259,16066,1,1.1,472768.7453,7528984.193
15260,16066,1,1.1,472768.7453,7528984.193
15261,16067,1,0.5,472808.7288,7528894.229
15262,16067,1,0.5,472808.7288,7528894.229
15263,16067,1,1,472808.7288,7528894.229
15264,16067,1,1,472808.7288,7528894.229
15265,16069,1,0.5,472908.6876,7528714.3
15266,16069,1,0.5,472908.6876,7528714.3
15267,16069,0,1,472908.6876,7528714.3
15268,16069,0,1,472908.6876,7528714.3
15269,16069,0,2.5,472908.6876,7528714.3
15270,16070,1,0.6,472958.6671,7528634.332
15271,16070,1,0.6,472958.6671,7528634.332
15272,16071,1,0.5,472998.6505,7528534.372
15273,16071,1,0.5,472998.6505,7528534.372
15274,16071,0,1.2,472998.6505,7528534.372
15275,16071,0,1.2,472998.6505,7528534.372
15276,16072,1,0.5,473048.63,7528444.407
15277,16072,1,0.5,473048.63,7528444.407
15278,16072,0,1,473048.63,7528444.407
15279,16072,1,1,473048.63,7528444.407
15280,16073,1,0.6,473088.6134,7528344.447
15281,16073,1,0.9,473088.6134,7528344.447
15282,16073,0,2.5,473088.6134,7528344.447
15283,16074,1,0.5,473128.5969,7528274.475
15284,16075,0,0.9,473168.5804,7528184.511
15285,16076,1,0.5,473218.5598,7528094.546
15286,16076,1,1.2,473218.5598,7528094.546
15287,16077,1,0.6,473268.5393,7528004.582
15288,16077,1,1,473268.5393,7528004.582
15289,16077,0,2.5,473268.5393,7528004.582
15290,16078,1,1,473318.5187,7527904.622
15291,16079,1,0.6,473368.4982,7527834.65
15292,16079,1,1.2,473368.4982,7527834.65
15293,16080,1,0.6,473428.4737,7527754.681
15294,16080,1,1,473428.4737,7527754.681
15295,16081,1,1.3,473478.4531,7527664.717
15296,16083,1,0.6,473568.416,7527494.785
15297,16084,1,0.6,473648.3834,7527414.816
15298,16085,1,0.6,473698.3629,7527324.852
15299,16085,1,1.1,473698.3629,7527324.852
15300,16085,0,1.5,473698.3629,7527324.852
15301,16086,1,0.5,473758.3383,7527244.884
15302,16087,1,0.6,473808.3178,7527164.916
15303,16087,1,1,473808.3178,7527164.916
15304,16088,1,0.6,473868.2933,7527084.947
15305,16088,1,0.9,473868.2933,7527084.947
15306,16089,1,0.6,473918.2728,7527004.979
15307,16089,0,1.1,473918.2728,7527004.979
15308,16089,0,1.5,473918.2728,7527004.979
15309,16090,1,0.6,473968.2523,7526925.011
15310,16090,1,1,473968.2523,7526925.011
15311,16091,1,0.5,474018.2318,7526855.039
15312,16091,0,1.2,474018.2318,7526855.039
15313,16092,3,1.5,477216.9449,7526994.98
15314,16093,3,0.9,477156.9693,7527054.957
15315,16093,3,1.4,477156.9693,7527054.957
15316,16094,1,0.9,477086.9979,7527124.929
15317,16094,3,1.5,477086.9979,7527124.929
15318,16095,1,0.8,477017.0264,7527194.901
15319,16095,1,1.5,477017.0264,7527194.901
15320,16096,1,0.5,476937.0589,7527254.877
15321,16096,1,1.1,476937.0589,7527254.877
15322,16097,1,0.9,476867.0874,7527334.845
15323,16097,1,1.2,476867.0874,7527334.845
15324,16098,1,0.7,476787.1199,7527394.822
15325,16098,1,1.3,476787.1199,7527394.822
15326,16099,1,0.8,476627.1841,7527364.834
15327,16099,1,1.1,476627.1841,7527364.834
15328,16100,1,0.8,476547.2167,7527434.806
15329,16100,1,1.1,476547.2167,7527434.806
15330,16101,1,0.9,476467.2492,7527504.778
15331,16101,1,1.2,476467.2492,7527504.778
15332,16102,1,0.6,476397.2777,7527564.754
15333,16102,1,1.1,476397.2777,7527564.754
15334,16103,1,0.5,476317.3102,7527634.727
15335,16103,1,1.2,476317.3102,7527634.727
15336,16104,1,0.6,476247.3387,7527704.699
15337,16104,1,1,476247.3387,7527704.699
15338,16105,1,0.6,476177.3672,7527764.675
15339,16105,1,1,476177.3672,7527764.675
15340,16106,1,0.6,476097.3997,7527834.647
15341,16106,1,1.1,476097.3997,7527834.647
15342,16107,1,0.7,476027.4282,7527904.62
15343,16107,0,1.2,476027.4282,7527904.62
15344,16108,1,0.7,475947.4607,7527964.596
15345,16108,0,1.2,475947.4607,7527964.596
15346,16109,0,1,475867.4933,7528034.568
15347,16109,0,1.2,475867.4933,7528034.568
15348,16110,1,0.7,475797.5218,7528104.54
15349,16110,1,1.2,475797.5218,7528104.54
15350,16111,0,0.7,475727.5502,7528164.516
15351,16111,0,1.2,475727.5502,7528164.516
15352,16112,0,0.6,475647.5828,7528234.489
15353,16112,0,1,475647.5828,7528234.489
15354,16113,1,0.9,475577.6112,7528294.465
15355,16113,1,1.3,475577.6112,7528294.465
15356,16114,1,0.6,475497.6438,7528364.437
15357,16114,0,1,475497.6438,7528364.437
15358,16115,1,0.7,475417.6763,7528434.409
15359,16115,1,1,475417.6763,7528434.409
15360,16116,1,0.8,475357.7007,7528494.386
15361,16116,1,1.1,475357.7007,7528494.386
15362,16117,0,1,477836.7032,7528554.36
15363,16117,0,1.5,477836.7032,7528554.36
15364,16117,0,2,477836.7032,7528554.36
15365,16117,0,3,477836.7032,7528554.36
15366,16117,0,4.2,477836.7032,7528554.36
15367,16118,1,0.7,477736.7436,7528594.344
15368,16118,0,1.4,477736.7436,7528594.344
15369,16119,1,0.9,477646.78,7528634.328
15370,16119,0,1.3,477646.78,7528634.328
15371,16120,0,0.8,477556.8164,7528674.312
15372,16120,0,1.3,477556.8164,7528674.312
15373,16121,0,0.7,477466.8528,7528714.296
15374,16121,0,1.2,477466.8528,7528714.296
15375,16121,0,2.5,477466.8528,7528714.296
15376,16121,0,3.5,477466.8528,7528714.296
15377,16122,0,0.9,477366.8932,7528744.285
15378,16122,0,1.2,477366.8932,7528744.285
15379,16123,0,0.6,477276.9296,7528784.269
15380,16123,0,1.2,477276.9296,7528784.269
15381,16124,0,0.7,477196.962,7528824.253
15382,16124,0,1.2,477196.962,7528824.253
15383,16125,0,0.6,477097.0025,7528864.237
15384,16125,0,1,477097.0025,7528864.237
15385,16125,0,1.8,477097.0025,7528864.237
15386,16126,0,0.7,477007.0389,7528904.221
15387,16126,0,1.1,477007.0389,7528904.221
15388,16127,0,0.7,476907.0793,7528944.205
15389,16127,0,1.1,476907.0793,7528944.205
15390,16128,0,0.6,476817.1157,7528984.19
15391,16128,0,1,476817.1157,7528984.19
15392,16129,0,0.6,476717.1562,7529024.174
15393,16129,0,0.9,476717.1562,7529024.174
15394,16130,0,0.5,476637.1885,7529064.158
15395,16130,0,0.9,476637.1885,7529064.158
15396,16131,1,1.1,476557.221,7529114.138
15397,16132,1,1.2,476447.2655,7529164.118
15398,16133,1,0.8,476367.2979,7529214.098
15399,16134,1,0.7,476277.3343,7529254.083
15400,16134,0,1.1,476277.3343,7529254.083
15401,16135,0,0.6,476187.3708,7529304.063
15402,16135,0,1.2,476187.3708,7529304.063
15403,16136,0,0.5,476097.4073,7529354.043
15404,16136,0,1.1,476097.4073,7529354.043
15405,16137,0,0.7,476017.4397,7529404.023
15406,16137,0,1.1,476017.4397,7529404.023
15407,16137,0,2.5,476017.4397,7529404.023
15408,16137,0,3.5,476017.4397,7529404.023
15409,16137,0,4.5,476017.4397,7529404.023
15410,16138,0,0.7,475917.4802,7529454.003
15411,16138,0,1,475917.4802,7529454.003
15412,16139,0,0.7,475837.5126,7529493.988
15413,16139,0,1.1,475837.5126,7529493.988
15414,16140,0,0.6,475747.549,7529543.968
15415,16140,0,1.1,475747.549,7529543.968
15416,16141,0,0.5,475657.5855,7529593.948
15417,16141,0,1,475657.5855,7529593.948
15418,16141,0,2.5,475657.5855,7529593.948
15419,16141,0,3.5,475657.5855,7529593.948
15420,16142,0,0.7,475557.6258,7529613.94
15421,16142,0,1.1,475557.6258,7529613.94
15422,16143,0,0.7,475457.6662,7529633.932
15423,16143,0,1,475457.6662,7529633.932
15424,16144,0,0.7,475367.7025,7529653.924
15425,16144,0,1.2,475367.7025,7529653.924
15426,16145,0,0.7,475267.7428,7529673.917
15427,16145,0,1.2,475267.7428,7529673.917
15428,16145,0,2.5,475267.7428,7529673.917
15429,16146,0,0.6,475157.7872,7529703.905
15430,16146,0,1.1,475157.7872,7529703.905
15431,16147,0,0.8,475067.8236,7529743.889
15432,16147,0,1.2,475067.8236,7529743.889
15433,16148,0,0.6,474977.86,7529783.873
15434,16148,0,1,474977.86,7529783.873
15435,16149,0,0.6,474887.8964,7529813.861
15436,16149,0,1.1,474887.8964,7529813.861
15437,16149,0,2.5,474887.8964,7529813.861
15438,16150,0,0.7,474797.9328,7529853.845
15439,16150,0,1,474797.9328,7529853.845
15440,16151,1,0.7,474697.9733,7529903.826
15441,16151,0,1,474697.9733,7529903.826
15442,39015,0,0.5,470959.4633,7526905.021
15443,39015,0,1.5,470959.4633,7526905.021
15444,39016,0,0.6,470899.4878,7526974.993
15445,39017,0,0.9,470839.5123,7527054.962
15446,39018,0,0.6,470779.5369,7527134.93
15447,39019,0,1.2,470719.5614,7527214.898
15448,39019,0,2.5,470719.5614,7527214.898
15449,39020,0,0.7,470649.59,7527294.866
15450,39021,0,0.6,470589.6145,7527374.835
15451,39022,0,0.5,470539.635,7527454.803
15452,39023,0,0.7,470469.6635,7527524.775
15453,39024,0,0.6,470409.6881,7527614.739
15454,39025,0,0.6,470339.7166,7527684.712
15455,39026,0,0.7,470279.7413,7527784.672
15456,39027,0,0.7,470199.7738,7527854.644
15457,39027,0,2.5,470199.7738,7527854.644
15458,39027,0,3.5,470199.7738,7527854.644
15459,39028,0,5,470139.7984,7527954.604
15460,39029,0,1.8,470069.827,7528034.573
15461,39030,0,3.8,470009.8514,7528084.553
15462,39031,0,2.5,469949.876,7528184.513
15463,39031,0,3.5,469949.876,7528184.513
15464,39031,0,4.5,469949.876,7528184.513
15465,39031,0,5.5,469949.876,7528184.513
15466,39032,0,1.9,469869.9088,7528294.47
15467,43226,0,1,479795.9134,7528334.446
15468,43227,0,1,479715.9459,7528384.426
15469,43228,0,0.9,479625.9823,7528434.406
15470,43229,0,0.8,479536.0188,7528484.386
15471,43230,0,0.9,479456.0512,7528534.366
15472,43231,0,0.8,479366.0877,7528594.343
15473,43232,0,1.1,479286.1201,7528634.327
15474,43233,0,1.2,479196.1566,7528684.307
15475,43234,0,0.9,479116.1891,7528744.283
15476,43235,0,1.2,479026.2255,7528784.267
15477,43236,0,1.1,478936.262,7528844.243
15478,43237,0,1,478846.2985,7528894.224
15479,43238,0,1,478756.3349,7528944.204
15480,43239,0,1.1,478666.3714,7529004.18
15481,43240,0,0.9,478586.4038,7529044.164
15482,43241,0,1.1,478496.4403,7529094.144
15483,43242,0,0.9,478416.4727,7529134.129
15484,43243,0,0.9,478326.5092,7529194.105
15485,43244,0,1.1,478246.5417,7529254.081
15486,43245,0,0.9,478156.5781,7529304.061
15487,43246,0,0.9,478076.6106,7529354.041
15488,43247,0,0.8,477986.647,7529394.026
15489,43248,0,0.9,477916.6754,7529454.002
15490,43249,0,1.2,477816.7159,7529503.982
15491,43250,0,1.5,477716.7564,7529543.966
15492,43251,0,1.5,477356.9023,7529763.879
15493,43252,0,1,477286.9307,7529803.863
15494,43253,0,0.9,477136.9917,7529943.808
15495,52178,0,2,474138.1839,7526935.007
15496,52179,1,1,479116.18,7526905.015
15497,52179,1,2,479116.18,7526905.015
15498,52179,0,3,479116.18,7526905.015
15499,52179,0,4,479116.18,7526905.015
15500,52179,0,5.1,479116.18,7526905.015
15501,52179,0,5.2,479116.18,7526905.015
15502,52180,0,4,479216.1396,7526875.026
15503,52189,0,3,479036.2124,7526954.995
15504,52190,0,4,478956.2449,7527024.967
15505,52191,0,4.8,478876.2774,7527084.943
15506,52192,0,1,478796.31,7527154.915
15507,52192,0,2,478796.31,7527154.915
15508,52192,0,3,478796.31,7527154.915
15509,52192,0,3.4,478796.31,7527154.915
15510,52193,0,2,478706.3465,7527214.892
15511,52194,0,2,478636.3749,7527274.868
15512,52195,0,2,478556.4074,7527334.844
15513,52196,0,1,478476.4399,7527394.82
15514,52196,3,2,478476.4399,7527394.82
15515,52196,0,3,478476.4399,7527394.82
15516,52196,3,4,478476.4399,7527394.82
15517,52196,0,5,478476.4399,7527394.82
15518,52197,0,1.5,478396.4724,7527464.793
15519,52198,0,1.6,478326.5009,7527524.769
15520,52199,0,2,478246.5334,7527594.741
15521,52200,0,2,478166.5659,7527654.717
15522,52200,0,3,478166.5659,7527654.717
15523,52200,0,4,478166.5659,7527654.717
15524,52201,0,1,478036.6187,7527744.682
15525,52201,0,2,478036.6187,7527744.682
15526,52201,0,3,478036.6187,7527744.682
15527,52201,0,4,478036.6187,7527744.682
15528,52201,0,5,478036.6187,7527744.682
15529,52203,0,2,477866.6878,7527894.622
15530,52204,0,2,477786.7203,7527954.598
15531,52205,0,1,477706.7528,7528014.574
15532,52205,0,3,477706.7528,7528014.574
15533,52206,2,1.4,477636.7813,7528074.551
15534,52206,2,1.4,477636.7813,7528074.551
15535,52207,1,4,477037.0172,7526974.988
15536,52208,0,3.3,477096.9927,7526895.02
15537,20506,0,1,478676.3571,7526925.007
15538,20506,0,2.5,478676.3571,7526925.007
15539,20506,0,4.5,478676.3571,7526925.007
15540,20506,0,5.5,478676.3571,7526925.007
15541,16128,0,1.3,471839.1093,7526925.013
15542,16129,0,0.5,471839.1099,7527034.969
15543,16130,0,2.4,471839.1103,7527134.929
15544,16131,0,1.3,471839.1108,7527234.889
15545,16132,0,2,471839.1114,7527344.846
15546,16133,0,1.3,471839.1119,7527454.802
